postcode,latitude,longitude,cdc
NG8,52.96450761730175,-1.2137688631673433,true
IP14,52.205950709193225,1.0321184043069676,true
SY3,52.69909414707398,-2.7724139063084445,true
CM1,51.74515464043281,0.459458148736482,true
NG18,53.13956177066592,-1.1845539592954224,true
B32,52.449415198801844,-1.9946784835164553,true
HU3,53.74226294934868,-0.36710266396390945,true
HU15,53.748777532376124,-0.6212270052112046,true
IV2,57.46715198541134,-4.189794668731384,true
L39,53.562306092131166,-2.8954638820974914,true
PO12,50.79824212682691,-1.1421910843039607,true
S60,53.41434707604445,-1.3508393430824988,true
HD3,53.653348369199186,-1.831578674228209,true
CM7,51.89580776631164,0.5394564687931648,true
GU51,51.28495001410862,-0.8409727799605112,true
SM1,51.366185373636434,-0.1928169218569062,true
HP14,51.6511383559546,-0.8352051220934802,true
LS29,53.91927627370542,-1.8017045028857426,true
SY11,52.86950302421824,-3.032001837295597,true
CV12,52.479036424376446,-1.4721753796068666,true
GU1,51.243321436168294,-0.5672041869757504,true
PE19,52.23565426786063,-0.2639288637961456,true
CH5,53.20412134970528,-3.041268740713201,true
IP33,52.242440175203996,0.711852767805227,true
SS15,51.57730745612361,0.42842530732292317,true
RH12,51.07561971766886,-0.3325144625734757,true
CF44,51.718035486172695,-3.4582750261759423,true
PO9,50.862993585087956,-0.9837021024092041,true
DA8,51.475768973949265,0.17701116430466632,true
OX29,51.79413552094894,-1.4342459191474248,true
BH15,50.72197506394759,-1.9849475791275124,true
HD6,53.70237196975339,-1.7839228605046733,true
MK17,51.99472570689651,-0.7025388296658809,true
MK2,51.990853660190915,-0.7253982740608653,true
MK45,52.022619706736194,-0.4708625456555078,true
TS7,54.5338092631077,-1.184290886663482,true
E12,51.5508245819029,0.05244058116433013,true
NG12,52.908770110211165,-1.0507526915066203,true
PL15,50.63298972163308,-4.396824454459599,true
DE55,53.10152291515619,-1.372119064079584,true
DH8,54.85615425150035,-1.8455356372137746,true
CR0,51.37307061418282,-0.07684633001184081,true
OX10,51.60659009054343,-1.1289042635605842,true
WN6,53.574603202010145,-2.6718496466886914,true
BT19,54.651519557191754,-5.666563639956518,true
HD8,53.59954346843649,-1.6742192375361316,true
CA3,54.90834925598812,-2.9405636193949394,true
DA7,51.46534441168637,0.14479882861265542,true
N7,51.554082571212,-0.11847942234382916,true
DT3,50.64220432525103,-2.468187370379124,true
MK15,52.05545805057465,-0.7273332702296762,true
YO8,53.78123394090699,-1.0607236634067292,true
HU17,53.84698193843024,-0.42723199710587884,true
B26,52.461242633368734,-1.7902693537599577,true
NE6,54.97747792435719,-1.5660316523274758,true
DN17,53.5729040928799,-0.7052826220998105,true
SK11,53.24573834427735,-2.144500639878967,true
HP5,51.713030100875635,-0.609118537682272,true
B8,52.49102545443588,-1.8415315464716255,true
BT6,54.57994812547854,-5.8978214318294615,true
OL2,53.57294947244694,-2.1099326316488844,true
TN6,51.053155181212354,0.17363599324443715,true
OX4,51.73077611964732,-1.2171342597728825,true
BS9,51.4876094582595,-2.626380222019571,true
NN29,52.25889160730638,-0.6644318815583061,true
SA1,51.62814085274409,-3.9392027629232125,true
TS8,54.521612398345674,-1.2319810429154723,true
ME13,51.30376314351912,0.8941504173572077,true
RG8,51.50583088025094,-1.1064957228072894,true
SS3,51.54300331020803,0.7883557038486637,true
CR2,51.35003110686615,-0.08360714620003874,true
BN41,50.84072543418087,-0.2166949959828795,true
BS4,51.43581732827113,-2.5638564536540387,true
LN1,53.2589595573261,-0.5888574703731104,true
CH1,53.20136917924242,-2.9059915681227997,true
SN12,51.37234152013819,-2.137202676443831,true
DN34,53.55765482084491,-0.11307530025613984,true
SG2,51.89654447115892,-0.16497887593195187,true
GL16,51.795454980107316,-2.612672589104452,true
E3,51.528080587800794,-0.02568537903619459,true
E14,51.506611540115884,-0.019899984464892793,true
CA3,54.90834925598812,-2.9405636193949394,true
E11,51.568153948955626,0.01304244480844008,true
KY2,56.12336661000596,-3.1838403598757488,true
G20,55.88603405132435,-4.283099644477578,true
N10,51.59463638123559,-0.14479817064200268,true
NW6,51.541426394991156,-0.19616873768834245,true
AL3,51.77949619384327,-0.37562570781295906,true
KT9,51.364299265884995,-0.30325307005622093,true
DA11,51.434921033849086,0.3514484117251291,true
BB9,53.83726787055538,-2.215723616074243,true
ME13,51.30376314351912,0.8941504173572077,true
SW12,51.446306814207965,-0.1493382771944459,true
LE65,52.74853725894833,-1.4690434764795657,true
PE5,52.57581466895506,-0.3501327442786988,true
OX15,52.0308422352797,-1.412594275229303,true
NR29,52.693843392023915,1.6360697704813083,true
LL65,53.30095344857342,-4.571246527968504,true
TN10,51.21149460388137,0.2842371025689181,true
LL14,52.99134786102662,-3.053093938451182,true
CM13,51.61558645458629,0.33781721142181365,true
CV9,52.58463789086344,-1.5601350720075253,true
SW19,51.42345770779708,-0.20410721188406106,true
WA14,53.38767353771125,-2.359570509524778,true
EN4,51.64880060264896,-0.16162373848843917,true
HP4,51.76725507315357,-0.567973275532801,true
PE1,52.588803240423346,-0.24302633542734145,true
CR0,51.37307061418282,-0.07684633001184081,true
SS0,51.546554058013484,0.6884396604196302,true
NP15,51.72497666376837,-2.8874859008851383,true
DA16,51.46480625570935,0.10702046829086552,true
HU5,53.759764646763735,-0.3753980346805805,true
HU17,53.84698193843024,-0.42723199710587884,true
TQ13,50.59475000574013,-3.7178750174000146,true
TW1,51.451124740546426,-0.32673326116878904,true
AB10,57.1353702650909,-2.1193723664248565,true
BN23,50.79772717337102,0.31243408764340935,true
OX16,52.062208193861295,-1.3405629310222662,true
NW10,51.54093106983424,-0.2479362208173885,true
RM14,51.55683074492303,0.2625565011806377,true
SR3,54.87716415268196,-1.4167147925134467,true
RH12,51.07561971766886,-0.3325144625734757,true
BT27,54.50960079146032,-6.022245868386772,true
G61,55.918975762317686,-4.331454141624849,true
B1,52.48033149205301,-1.907972328424662,true
TS21,54.62776646616533,-1.427567921845271,true
PE28,52.35881556892594,-0.19116449896246496,true
LE9,52.573999802581596,-1.281897334512643,true
LE19,52.58574558305662,-1.2047097059800662,true
KA6,55.41640674382739,-4.505289128144007,true
S63,53.51811870483576,-1.330608649457769,true
SN5,51.566172790727265,-1.8387373457742047,true
DE13,52.8079192032256,-1.6911776656799555,true
HU15,53.748777532376124,-0.6212270052112046,true
S12,53.34884306313336,-1.4071803229000113,true
PO20,50.782619651948195,-0.7868112257468022,true
B97,52.30081157744864,-1.952307182097884,true
SR6,54.935238107714966,-1.379973788791633,true
BS21,51.43536458322424,-2.850321398325763,true
S80,53.293212603587676,-1.1500882707725875,true
GL2,51.84286374184679,-2.270392695852299,true
MK13,52.05298490084227,-0.784282981801049,true
WR14,52.11419694018222,-2.321117231604226,true
LA4,54.070297446677166,-2.853235607225384,true
E6,51.52645327074299,0.054403833955245756,true
DN12,53.482654102085014,-1.2244900342600915,true
BS3,51.43861232751222,-2.6030181634810527,true
SK9,53.32771040954929,-2.230850116401084,true
NW8,51.532250767661374,-0.17519143083435676,true
SE17,51.48819609924969,-0.09367427590290561,true
WA15,53.38447323129022,-2.327186674287064,true
TN10,51.21149460388137,0.2842371025689181,true
YO8,53.78123394090699,-1.0607236634067292,true
N2,51.5901425524304,-0.16908607793660568,true
HX4,53.67776035834141,-1.8824355288943357,true
LE3,52.631298032313346,-1.176250248938906,true
BL0,53.648417629214194,-2.317044021599846,true
BB12,53.80337934960516,-2.2917911981970263,true
AB16,57.159871152619196,-2.1567655298073682,true
LS6,53.81988611775977,-1.569762178980319,true
LA4,54.070297446677166,-2.853235607225384,true
OX12,51.595352371909556,-1.425792094425032,true
GU51,51.28495001410862,-0.8409727799605112,true
GU16,51.31016599058174,-0.7281610421854159,true
TS21,54.62776646616533,-1.427567921845271,true
AL6,51.83186150836452,-0.1989240672485854,true
EC4N,51.51389680473027,-0.09326389842678834,true
N1,51.537785510680855,-0.09746669723580982,true
IG10,51.64833581729757,0.06753090274800752,true
AL4,51.77332927154975,-0.2952285566162549,true
EH14,55.90998495770957,-3.283553493906358,true
B73,52.556997207184416,-1.8394971354476777,true
IP8,52.063017885706465,1.0801506368539964,false
SR6,54.935238107714966,-1.379973788791633,true
DH7,54.78994084283068,-1.6659520890745372,true
PR8,53.62672989241582,-3.0081956217126233,true
DD8,56.655759145009874,-2.9222299750648744,true
L11,53.44772761151726,-2.915539257309635,true
CH66,53.27710109811064,-2.9360980863531743,true
OL8,53.52599452803979,-2.117074996346097,true
CM6,51.87798346110125,0.37165362270187446,true
CF14,51.51993017748473,-3.203643276067174,true
L26,53.364752987217656,-2.83417365325810,true